epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre
200016905,CC DU PAYS DE LAMASTRE,5160.0,4170.0,80.8,200016905.0,Le Pays de Lamastre,17880.0,"3,0",07,"14,0","27,7",74.8
200017341,CC LODEVOIS ET LARZAC,12160.0,9190.0,75.6,200017341.0,Lodévois et Larzac,17620.0,"3,3",34,"20,3","33,8",69.2
200017846,CA ETAMPOIS SUD ESSONNE,40630.0,33810.0,83.2,200017846.0,Étampois Sud-Essonne (CCESE),21600.0,"3,0",91,"10,4","19,9",75.8
200018083,CC DE DESVRES SAMER,16380.0,14950.0,91.3,200018083.0,Desvres-Samer,19400.0,"2,8",62,"10,7","22,2",87.0
200018406,CC DU ROMORANTINAIS ET DU MONESTOIS,25980.0,22700.0,87.4,200018406.0,Le Romorantinais et du Monestois,19880.0,"3,0",41,"13,0","22,8",81.9
200018521,CC DU VAL DE BOUZANNE,4530.0,3880.0,85.7,200018521.0,Le Val de Bouzanne,19610.0,"2,7",36,"10,1","20,7",80.8
200022986,CC DU GRAND PIC SAINT LOUP,40540.0,35150.0,86.7,200022986.0,Le Grand Pic Saint-Loup,25460.0,"3,3",34,"5,0","10,4",81.9
200023075,CC DU PAYS DE MAICHE,13840.0,10690.0,77.2,200023075.0,Le Pays de Maîche,26050.0,"3,3",25,"5,0","10,1",69.6
200023125,CC LES PORTES BRIARDES ENTRE VILLES ET FORETS,34730.0,29680.0,85.5,200023125.0,Les Portes Briardes entre Villes et Forêts,25120.0,"3,3",77,"6,6","12,6",80.0
200023240,CC PAYS DE NEMOURS,22720.0,18930.0,83.3,200023240.0,Pays de Nemours,21140.0,"3,2",77,"12,2","21,5",77.3
200023299,CC COUR DE TARENTAISE,7230.0,6190.0,85.6,200023299.0,Cœur de Tarentaise,21510.0,"3,3",73,"10,1","19,5",77.7
200023307,CA DU GRAND VILLENEUVOIS,39380.0,32030.0,81.3,200023307.0,Le Grand Villeneuvois,18840.0,"3,1",47,"15,5","27,6",74.7
200023372,CC DE LA VALLEE DE CHAMONIX MONT BLANC,12160.0,10420.0,85.7,200023372.0,La Vallée de Chamonix-Mont-Blanc,22450.0,"3,7",74,"7,6","15,6",78.1
200023620,CC DE LA GASCOGNE TOULOUSAINE,16810.0,14520.0,86.4,200023620.0,La Gascogne Toulousaine,24180.0,"2,9",32,"5,5","11,4",80.8
200023737,CA DU GRAND CAHORS,34360.0,28760.0,83.7,200023737.0,Le Grand Cahors,20630.0,"3,2",46,"12,4","22,1",78.1
200023778,CC DU PAYS DE SAINT GILLES CROIX DE VIE,49430.0,44410.0,89.8,200023778.0,Le Pays de Saint-Gilles-Croix-de-Vie,21440.0,"2,6",85,"5,0","12,5",85.5
200023794,CC DE BLAYE,16020.0,13400.0,83.6,200023794.0,Blaye,19720.0,"3,1",33,"12,2","24,1",76.8
200023919,CC GATINAIS VAL DE LOING,14210.0,11880.0,83.6,200023919.0,Gâtinais Val de Loing,21070.0,"2,9",77,"10,3","19,4",77.0
200026573,CC HAUT JURA SAINT CLAUDE,15470.0,12550.0,81.1,200026573.0,Haut-Jura Saint-Claude,20480.0,"3,0",39,"10,6","21,4",75.0
200027027,CC ARC SUD BRETAGNE,23060.0,20360.0,88.3,200027027.0,Arc Sud Bretagne,20850.0,"2,6",56,"5,9","14,6",82.5
200027076,CC ARNON BOISCHAUT CHER,6140.0,5230.0,85.2,200027076.0,Arnon Boischaut Cher,20190.0,"2,7",18,"9,7","19,8",78.8
200027100,CC MEDITERRANEE PORTE DES MAURES,38560.0,31120.0,80.7,200027100.0,Méditerranée Porte des Maures,21780.0,"3,2",83,"9,3","18,0",74.2
200027217,CC SARLAT PERIGORD NOIR,13570.0,11080.0,81.7,200027217.0,Sarlat-Périgord Noir,20050.0,"3,0",24,"10,4","22,0",76.1
200027308,CC D AUBERIVE VINGEANNE ET MONTSAUGEONNAIS,6360.0,5430.0,85.4,200027308.0,Auberive Vingeanne et Montsaugeonnais,20690.0,"2,6",52,"5,7","15,0",79.1
200029734,CC DES 4B SUD CHARENTE,15370.0,13310.0,86.6,200029734.0,Les 4B Sud Charente,19330.0,"3,0",16,"11,0","22,5",80.4
200029999,CC RIVES DE L AIN PAYS DU CERDON,11120.0,9390.0,84.4,200029999.0,Rives de l'Ain - Pays du Cerdon,21290.0,"2,8",01,"7,1","15,6",78.7
200030435,CC D AIRE SUR L ADOUR,10260.0,8930.0,87.0,200030435.0,Aire-sur-l'Adour,20400.0,"2,9",40,"10,3","20,1",83.1
200030526,CC DU RIED DE MARCKOLSHEIM,15690.0,13570.0,86.5,200030526.0,Le Ried de Marckolsheim,22620.0,"2,6",68,"5,2","11,3",81.1
200030633,CA DU CAUDRESIS ET DU CATESIS,46490.0,40260.0,86.6,200030633.0,Le Caudrésis et du Catésis,17740.0,"3,0",59,"19,7","33,1",80.5
200030658,CC DU TRIEVES,7920.0,6470.0,81.7,200030658.0,Le Trièves,21280.0,"2,8",38,"7,2","16,4",76.3
200030674,CA VAL DE GARONNE AGGLOMERATION,47360.0,39370.0,83.1,200030674.0,Val de Garonne Agglomération,18900.0,"3,0",47,"13,4","25,7",77.2
200032514,CC BERRY LOIRE VAUVISE,4180.0,3620.0,86.6,200032514.0,Berry-Loire-Vauvise,19080.0,"2,8",18,"10,4","22,1",80.6
200033025,CA DE BAR LE DUC SUD MEUSE,27240.0,24230.0,89.0,200033025.0,Bar-le-Duc - Sud Meuse,20710.0,"2,9",55,"11,1","20,2",83.7
200033090,CC PLAINES ET MONTS DE FRANCE,18040.0,15450.0,85.6,200033090.0,Plaines et Monts de France,25610.0,"2,5",77,"5,0","7,0",80.2
200033116,CC CLUSES ARVE ET MONTAGNES,36080.0,29120.0,80.7,200033116.0,Cluses-Arve et Montagnes,22430.0,"3,2",74,"8,7","17,9",73.3
200033173,CC DE LA HAUTE VALLEE DE CHEVREUSE,19620.0,17590.0,89.7,200033173.0,La Haute Vallée de Chevreuse,32250.0,"3,3",78,"5,0","5,5",85.6
200033298,CC DES COEVRONS,20070.0,17790.0,88.6,200033298.0,Les Coëvrons,19560.0,"2,5",53,"8,6","19,1",83.2
200033827,CC DE FIUM ORBU CASTELLU,9040.0,6920.0,76.5,200033827.0,Fium'orbu Castellu,18870.0,"3,4",2B,"16,6","28,2",69.0
200033868,CC DES BALLONS DES HAUTES VOSGES,11610.0,9620.0,82.9,200033868.0,Les Ballons des Hautes-Vosges,18970.0,"2,6",88,"10,4","22,0",77.0
200034023,CC TARN AGOUT,22690.0,18940.0,83.5,200034023.0,Tarn-Agout,22120.0,"2,9",81,"7,2","15,5",77.2
200034031,CC DES MONTS D ALBAN ET DU VILLEFRANCHOIS,4990.0,4140.0,83.0,200034031.0,Les Monts d'Alban et du Villefranchois,18680.0,"2,8",81,"10,9","24,8",77.8
200034049,CC CENTRE TARN,8750.0,7190.0,82.2,200034049.0,Centre Tarn,19510.0,"2,8",81,"10,1","22,3",76.2
200034056,CC DU LAUTRECOIS ET DU PAYS D AGOUT,11040.0,9160.0,83.0,200034056.0,Le Lautrécois et du Pays d'Agout,20300.0,"2,8",81,"7,7","18,5",77.7
200034064,CC DU CORDAIS ET DU CAUSSE (4 C),3780.0,2950.0,78.0,200034064.0,Le Cordais et du Causse (4 C),17820.0,"3,6",81,"16,6","31,9",71.4
200034098,CC DES MONTAGNES DU GIFFRE,9950.0,8210.0,82.5,200034098.0,Les Montagnes du Giffre,24460.0,"3,2",74,"5,0","10,0",76.1
200034130,CC GALLY MAULDRE,17880.0,16170.0,90.4,200034130.0,Gally Mauldre,34380.0,"4,0",78,"5,0","5,5",86.8
200034197,CC DE MONTAIGNE MONTRAVEL ET GURSON,9390.0,7800.0,83.1,200034197.0,Montaigne Montravel et Gurson,18890.0,"2,9",24,"12,4","24,7",76.9
200034205,CC DE LA COSTA VERDE,7990.0,6060.0,75.8,200034205.0,La Costa Verde,18230.0,"3,5",2B,"17,9","31,6",68.1
200034270,CC DU PAYS DE BARR,19420.0,16680.0,85.9,200034270.0,Le Pays de Barr,23150.0,"2,9",67,"5,7","12,2",81.2
200034379,CC PAYS D UZES,23940.0,19570.0,81.7,200034379.0,Pays d'Uzès,19940.0,"3,5",30,"12,9","23,8",76.2
200034411,CC DU PIEMONT CEVENOL,17710.0,13860.0,78.3,200034411.0,Le Piémont Cévenol,19130.0,"3,2",30,"14,3","26,6",71.4
200034601,CC CAUSSES AIGOUAL CEVENNES,4390.0,3230.0,73.6,200034601.0,Causses Aigoual Cévennes,17160.0,"3,4",30,"19,7","33,6",66.3
200034635,CC DU KOCHERSBERG,21230.0,19520.0,91.9,200034635.0,Le Kochersberg,26570.0,"2,9",67,"5,0","6,3",88.1
200034718,"CC DE VITRY, CHAMPAGNE ET DER",17680.0,15260.0,86.3,200034718.0,"Vitry, Champagne et Der",18990.0,"3,0",51,"14,8","27,0",80.2
200034726,CC BASTIDES DE LOMAGNE,8620.0,7250.0,84.1,200034726.0,Bastides de Lomagne,20770.0,"3,0",32,"9,1","19,0",79.2
200034825,CA DU GRAND GUERET,22670.0,19870.0,87.6,200034825.0,Le Grand Guéret,20550.0,"3,0",23,"12,1","21,3",82.3
200034833,CC DES BASTIDES DORDOGNE PERIGORD,15130.0,12420.0,82.1,200034833.0,Les Bastides Dordogne-Périgord,19490.0,"3,1",24,"10,6","21,5",76.7
200034874,CC COTES DE MEUSE WOEVRE,4520.0,3770.0,83.4,200034874.0,Côtes de Meuse Woëvre,19830.0,"2,8",55,"8,7","17,8",77.7
200034882,CC PAYS DU MONT BLANC,37110.0,31450.0,84.7,200034882.0,Pays du Mont-Blanc,23290.0,"3,1",74,"5,5","12,6",78.7
200034957,CC DU FRONTONNAIS,21220.0,18110.0,85.3,200034957.0,Le Frontonnais,23340.0,"2,8",31,"5,5","11,8",80.0
200035087,CA TERRE DE PROVENCE,49190.0,39070.0,79.4,200035087.0,Terre de Provence,20400.0,"3,2",13,"10,3","21,3",72.4
200035103,CC DE LA VALLEE DE LA HAUTE SARTHE,5720.0,4960.0,86.7,200035103.0,La Vallée de la Haute-Sarthe,19580.0,"2,8",61,"9,0","20,8",81.5
200035111,CC DES SOURCES DE L ORNE,8500.0,7610.0,89.5,200035111.0,Les Sources de l'Orne,19520.0,"2,7",61,"10,3","22,1",83.5
200035129,CC DE CEZE CEVENNES,15730.0,12270.0,78.0,200035129.0,Cèze Cévennes,17520.0,"3,2",30,"19,4","33,3",72.0
200035137,CC MARCHE OCCITANE VAL D ANGLIN,5290.0,4600.0,87.0,200035137.0,Marche Occitane - Val d'Anglin,17960.0,"2,9",36,"12,3","26,1",82.8
200035202,CC CHARLIEU BELMONT,18000.0,15440.0,85.8,200035202.0,Charlieu-Belmont,20340.0,"2,6",42,"7,2","16,3",80.7
200035327,CC CAZALS SALVIAC,4330.0,3500.0,80.8,200035327.0,Cazals-Salviac,18410.0,"3,3",46,"12,4","25,3",76.0
200035442,CC DU SUD ARTOIS,19950.0,17880.0,89.6,200035442.0,Le Sud-Artois,19510.0,"2,8",62,"10,4","21,6",83.9
200035533,CC DU GRAND SAINT EMILIONNAIS,11410.0,9940.0,87.1,200035533.0,Le Grand Saint-Émilionnais,20660.0,"3,2",33,"7,6","16,9",82.3
200035541,CC DES LANDES D ARMAGNAC,8470.0,7400.0,87.4,200035541.0,Les Landes d'Armagnac,19690.0,"2,8",40,"9,5","20,6",83.1
200035632,CC ARMAGNAC ADOUR,5310.0,4460.0,84.0,200035632.0,Armagnac Adour,19190.0,"3,0",32,"12,7","25,7",79.3
200035707,CC PIEGE LAURAGAIS MALEPERE,12000.0,9500.0,79.2,200035707.0,Piège Lauragais Malepère,18930.0,"3,0",11,"13,6","26,5",72.5
200035723,CC VENTOUX SUD,6810.0,5120.0,75.2,200035723.0,Ventoux Sud,19180.0,"3,2",84,"13,4","24,9",69.2
200035756,CC ASTARAC ARROS EN GASCOGNE,5800.0,4880.0,84.1,200035756.0,Astarac Arros en Gascogne,19760.0,"3,0",32,"9,1","20,5",79.5
200035764,CC DE LA BEAUCE LOIRETAINE,11390.0,10230.0,89.8,200035764.0,La Beauce Loirétaine,22240.0,"2,4",45,"5,0","12,0",85.3
200035772,CC DU PAYS DU SAINTOIS,10840.0,9730.0,89.8,200035772.0,Le Pays du Saintois,21900.0,"2,6",54,"5,0","12,3",85.8
200035814,CA FLERS AGGLO,40540.0,36070.0,89.0,200035814.0,Flers Agglo,19430.0,"2,7",61,"11,5","21,5",84.2
200035848,CC DU CHATILLONNAIS EN BERRY,4440.0,3940.0,88.7,200035848.0,Le Châtillonnais en Berry,18640.0,"2,8",36,"11,2","22,1",84.2
200035855,CC CASTELNAUDARY LAURAGAIS AUDOIS,19220.0,15690.0,81.6,200035855.0,Castelnaudary Lauragais Audois,19410.0,"3,0",11,"12,6","24,1",75.6
200035863,"CC REGION LEZIGNANAISE, CORBIERES ET MINERVOIS",25750.0,20710.0,80.4,200035863.0,"Région Lézignanaise, Corbières et Minervois",17830.0,"3,2",11,"17,0","30,4",74.0
200035970,CC VEXIN CENTRE,19090.0,16810.0,88.1,200035970.0,Vexin Centre,26440.0,"2,8",95,"5,0","7,5",83.0
200036069,CC DU PAYS DE MORTAGNE AU PERCHE,10230.0,8900.0,87.0,200036069.0,Le Pays de Mortagne-au-Perche,19690.0,"3,0",61,"10,6","20,4",82.1
200036135,CC COUR DE FRANCE,13770.0,11960.0,86.9,200036135.0,Cœur de France,19090.0,"2,9",18,"13,8","24,0",79.9
200036150,CC DES HAUTS DU VAL DE SAONE,6550.0,5620.0,85.8,200036150.0,Les Hauts du Val de Saône,18760.0,"2,8",70,"13,0","25,7",81.5
200036465,CC DE THANN CERNAY,29330.0,23980.0,81.8,200036465.0,Thann-Cernay,22040.0,"3,1",68,"9,2","17,7",75.1
200036473,CA DE SAINTES,48580.0,41520.0,85.5,200036473.0,Saintes,20570.0,"3,0",17,"10,3","19,2",80.0
200036499,CC DE MARANA GOLO,19270.0,14840.0,77.0,200036499.0,Marana-Golo,20200.0,"3,3",2B,"13,2","23,7",68.5
200036523,CC DES BASTIDES EN HAUT AGENAIS PERIGORD,13420.0,11140.0,83.0,200036523.0,Les Bastides en Haut-Agenais Périgord,18870.0,"3,1",47,"12,0","24,8",76.9
200036549,CC VAL DE GRAY,15320.0,13070.0,85.3,200036549.0,Val de Gray,19410.0,"2,9",70,"11,9","23,0",80.3
200036572,CC PORTE D AQUITAINE EN PAYS DE SERRES,3870.0,3190.0,82.4,200036572.0,Porte d'Aquitaine en Pays de Serres,20310.0,"3,0",47,"9,5","20,1",77.3
200037059,CC DE LA HAUTE SOMME,21180.0,19060.0,90.0,200037059.0,La Haute-Somme,18940.0,"2,9",80,"13,9","26,1",84.4
200037133,CC DU PROVINOIS,25710.0,21730.0,84.5,200037133.0,Le Provinois,20400.0,"3,1",77,"12,1","22,7",79.6
200038958,CC DE LA PIEVE DE L ORNANO ET DU TARAVO,9830.0,7940.0,80.8,200038958.0,La Piève de l'Ornano et du Taravo,22880.0,"4,0",2A,"10,0","17,5",74.1
200038990,CC DE SAINT MEEN MONTAUBAN,20110.0,18100.0,90.0,200038990.0,Saint-Méen Montauban,20480.0,"2,4",35,"6,3","15,3",82.9
200039055,CC OUCHE ET MONTAGNE,8510.0,7500.0,88.1,200039055.0,Ouche et Montagne,23470.0,"2,5",21,"5,0","7,5",83.8
200039063,"CC FORETS, SEINE ET SUZON",5270.0,4710.0,89.4,200039063.0,"Forêts, Seine et Suzon",24740.0,"3,0",21,"5,0","8,6",85.2
200039204,CC DE LACQ ORTHEZ,41340.0,34930.0,84.5,200039204.0,Lacq-Orthez,20680.0,"2,8",64,"8,9","18,3",79.9
200039519,CC DU QUERCY BLANC,6180.0,4970.0,80.4,200039519.0,Le Quercy Blanc,19220.0,"3,2",46,"11,0","24,5",75.1
200039642,CC LE TONNERROIS EN BOURGOGNE,11850.0,10230.0,86.3,200039642.0,Le Tonnerrois en Bourgogne,19250.0,"3,0",89,"13,5","24,2",81.1
200039709,CC DU SEREIN,5430.0,4670.0,86.0,200039709.0,Le Serein,20130.0,"2,9",89,"8,7","17,8",80.7
200039758,"CC AVALLON, VEZELAY, MORVAN",14400.0,12320.0,85.6,200039758.0,"Avallon, Vézelay, Morvan",19620.0,"2,9",89,"11,5","21,7",80.0
200039808,CC DES GORGES DE L ARDECHE,12740.0,10310.0,80.9,200039808.0,Les Gorges de l'Ardèche,19700.0,"3,1",07,"10,7","22,3",73.9
200039824,CC ARDECHE DES SOURCES ET VOLCANS,7410.0,5680.0,76.7,200039824.0,Ardèche des Sources et Volcans,18270.0,"3,0",07,"12,6","26,1",69.5
200039832,CC PAYS DES VANS EN CEVENNES,7710.0,5900.0,76.5,200039832.0,Pays des Vans en Cévennes,18630.0,"3,5",07,"17,6","29,2",69.5
200039907,CC DU SUD MESSIN,12780.0,11610.0,90.8,200039907.0,Le Sud Messin,23680.0,"2,6",57,"5,0","9,7",86.9
200039931,CC ALPES D AZUR,6380.0,4690.0,73.5,200039931.0,Alpes d'Azur,19170.0,"3,1",06,"13,9","25,1",66.5
200039949,CC RIVES DE MOSELLE,40560.0,34670.0,85.5,200039949.0,Rives de Moselle,21500.0,"3,2",57,"11,1","19,9",79.5
200040038,CC SAONE DOUBS BRESSE,9270.0,8200.0,88.5,200040038.0,Saône Doubs Bresse,20740.0,"2,5",71,"5,1","13,9",83.4
200040095,CC ISLE VERN SALEMBRE EN PERIGORD,14470.0,12310.0,85.1,200040095.0,Isle Vern Salembre en Périgord,19610.0,"2,7",24,"11,3","21,2",80.2
200040111,CC COUR DE CHARTREUSE,13240.0,11080.0,83.7,200040111.0,Cœur de Chartreuse,21840.0,"2,5",73,"5,7","13,3",78.9
200040137,CC DES LACS DE CHAMPAGNE,7100.0,6280.0,88.5,200040137.0,Les Lacs de Champagne,19450.0,"3,0",10,"12,7","22,7",83.2
200040178,CC DE L OUTRE FORET,12560.0,10760.0,85.7,200040178.0,L'Outre-Forêt,22960.0,"2,7",67,"5,0","11,2",79.3
200040202,CC PROVENCE VERDON,18030.0,12990.0,72.0,200040202.0,Provence Verdon,20080.0,"3,0",83,"10,8","21,6",64.6
200040210,CC LACS ET GORGES DU VERDON,7280.0,5550.0,76.2,200040210.0,Lacs et Gorges du Verdon,19230.0,"3,4",83,"14,0","26,6",69.0
200040251,CC BASSEE MONTOIS,17450.0,14860.0,85.2,200040251.0,Bassée-Montois,21870.0,"2,6",77,"6,0","14,7",79.9
200040293,CC DU CLUNISOIS,10370.0,8890.0,85.7,200040293.0,Le Clunisois,20810.0,"2,8",71,"8,4","17,1",81.8
200040350,CC BUGEY SUD,25980.0,21490.0,82.7,200040350.0,Bugey Sud,20950.0,"2,9",01,"9,1","19,1",77.0
200040384,CC ISLE DOUBLE LANDAIS,9920.0,8220.0,82.9,200040384.0,Isle Double Landais,18860.0,"2,9",24,"13,9","26,2",76.5
200040400,CC DU PERIGORD RIBERACOIS,15400.0,13220.0,85.8,200040400.0,Le Périgord Ribéracois,18810.0,"3,0",24,"12,8","24,6",81.4
200040418,CC DU PAYS DE SERRES EN QUERCY,6660.0,5150.0,77.3,200040418.0,Le Pays de Serres en Quercy,17650.0,"3,3",82,"16,4","30,4",71.3
200040426,CC DU VAL DE L OISE,12040.0,10990.0,91.3,200040426.0,Le Val de l'Oise,20180.0,"2,9",02,"11,7","22,4",86.3
200040442,CA LUBERON MONTS DE VAUCLUSE,45190.0,34890.0,77.2,200040442.0,Luberon Monts de Vaucluse,19600.0,"3,5",84,"14,8","26,6",70.1
200040475,CC LOUE BRULON NOYEN,13360.0,12090.0,90.5,200040475.0,Loué - Brûlon - Noyen,20110.0,"2,4",72,"7,3","16,8",84.3
200040491,CC PORTE DE DROMARDECHE,35550.0,29460.0,82.9,200040491.0,Porte de Drômardèche,19880.0,"2,7",26,"10,7","22,0",76.1
200040509,CC DU CRESTOIS ET DE PAYS DE SAILLANS COUR DE DROME,12650.0,9690.0,76.6,200040509.0,Le Crestois et de Pays de Saillans Cœur de Drôme,19530.0,"2,9",26,"12,9","24,5",67.1
200040558,CC ECUEILLE VALENÇAY,8490.0,7400.0,87.2,200040558.0,Écueillé-Valençay,18810.0,"2,7",36,"10,8","21,5",80.6
200040566,CA DE L OUEST RHODANIEN,37680.0,32060.0,85.1,200040566.0,L'Ouest Rhodanien,20340.0,"2,7",69,"10,3","20,2",79.1
200040574,CC BEAUJOLAIS PIERRES DOREES,41920.0,37200.0,88.7,200040574.0,Beaujolais Pierres Dorées,25530.0,"2,9",69,"5,0","8,3",84.4
200040624,CC PAYS D APT LUBERON,23260.0,17910.0,77.0,200040624.0,Pays d'Apt-Luberon,19350.0,"3,5",84,"14,4","26,2",70.8
200040657,CC DE LA MATHEYSINE,15730.0,12820.0,81.5,200040657.0,La Matheysine,20990.0,"2,7",38,"8,0","17,4",75.7
200040681,CC ENCLAVE DES PAPES PAYS DE GRIGNAN,18410.0,14480.0,78.7,200040681.0,Enclave des Papes-Pays de Grignan,19510.0,"3,2",84,"14,1","25,8",71.6
200040764,CC DU SUD CORSE,20180.0,15370.0,76.2,200040764.0,Le Sud Corse,19100.0,"3,7",2A,"13,9","26,6",66.3
200040772,CC DU PERCHE ET HAUT VENDOMOIS,6950.0,6110.0,87.9,200040772.0,Le Perche et Haut Vendômois,20380.0,"2,6",41,"8,0","17,2",82.9
200040798,CC VAL VANOISE,7310.0,6360.0,87.0,200040798.0,Val Vanoise,23190.0,"3,1",73,"5,0","10,8",78.2
200040814,CC BRIANCE SUD HAUTE VIENNE,6970.0,6160.0,88.4,200040814.0,Briance Sud Haute Vienne,20270.0,"2,8",87,"8,0","20,1",83.9
200040830,CC DU PAYS DE FENELON,7850.0,6440.0,82.0,200040830.0,Le Pays de Fénelon,19730.0,"3,0",24,"8,2","20,4",76.7
200040889,CC DE PORTES SUD PERIGORD,6580.0,5370.0,81.6,200040889.0,Portes Sud Périgord,19110.0,"3,2",24,"11,4","24,2",75.2
200040905,CC CARMAUSIN SEGALA,24060.0,19800.0,82.3,200040905.0,Carmausin-Ségala,18890.0,"2,8",81,"13,8","25,3",76.8
200040954,CC DES HAUTS DE FLANDRE,40420.0,36730.0,90.9,200040954.0,Les Hauts de Flandre,21090.0,"2,8",59,"7,7","17,3",86.4
200041010,CC COUR DE SAVOIE,28780.0,24120.0,83.8,200041010.0,Cœur de Savoie,22740.0,"2,7",73,"5,0","11,2",78.5
200041051,CC VALLEE DE LA DORDOGNE ET FORET BESSEDE,7070.0,5710.0,80.8,200041051.0,Vallée de la Dordogne et Forêt Bessède,18560.0,"3,3",24,"12,8","25,7",75.7
200041150,CC DU TERRASSONNAIS EN PERIGORD NOIR THENON HAUTEFORT,17480.0,14610.0,83.6,200041150.0,Le Terrassonnais en Périgord Noir Thenon Hautefort,18930.0,"3,0",24,"12,6","25,2",77.4
200041168,CC DE LA VALLEE DE L HOMME,13120.0,10300.0,78.5,200041168.0,La Vallée de l'Homme,18900.0,"3,3",24,"13,8","26,0",72.6
200041283,CC DE LA PLAINE DU RHIN,13040.0,10830.0,83.1,200041283.0,La Plaine du Rhin,24900.0,"3,1",67,"5,0","10,0",75.8
200041325,CC DU PAYS RHENAN,28930.0,25570.0,88.4,200041325.0,Le Pays Rhénan,24180.0,"2,7",67,"5,0","9,3",83.4
200041333,CC DE PARTHENAY GATINE,28450.0,25240.0,88.7,200041333.0,Parthenay-Gâtine,18970.0,"2,6",79,"10,7","22,0",82.5
200041366,CC RHONE CRUSSOL,27440.0,23490.0,85.6,200041366.0,Rhône Crussol,22540.0,"2,8",07,"5,5","12,6",80.2
200041416,CC AIRVAUDAIS VAL DU THOUET,5420.0,4700.0,86.7,200041416.0,Airvaudais-Val du Thouet,19220.0,"2,7",79,"9,3","19,7",80.8
200041440,CC DE DOMME VILLEFRANCHE DU PERIGORD,6970.0,5580.0,80.1,200041440.0,Domme - Villefranche du Périgord,18590.0,"3,1",24,"11,9","24,9",75.6
200041465,CC VAL EYRIEUX,9880.0,7890.0,79.9,200041465.0,Val Eyrieux,19120.0,"2,7",07,"9,6","21,1",73.7
200041499,CC AUNIS ATLANTIQUE,23750.0,20520.0,86.4,200041499.0,Aunis Atlantique,20650.0,"2,5",17,"6,1","15,0",79.8
